Experiment Name,Specimen Name,Well Name,Record Date,$OP,GUID,All Events #Events,All Events %Parent,whole population #Events,whole population %Parent,singlet #Events,singlet %Parent,FITC #Events,FITC %Parent
20240610_KWTITER,plate_3,H7,6/10/24 17:57,Phillips ,6d9fc7d2-895c-4627-8b28-13f8c7ac4b7e ,19628,,10279,52.4,10000,97.3,29,0.3
20240610_KWTITER,plate_3,H8,6/10/24 17:57,Phillips ,79ffb1d1-74fd-41cf-b744-6db1c2f63b5e ,22609,,10237,45.3,10000,97.7,27,0.3
20240610_KWTITER,plate_3,A9,6/10/24 18:05,Phillips ,b5e1eb1f-0e4c-4953-8390-acd24b2d9231 ,21284,,10234,48.1,10000,97.7,95,1
20240610_KWTITER,plate_3,B9,6/10/24 18:05,Phillips ,e72ca62b-a4cb-4ffa-9ffb-5f5fa14207b0 ,21661,,10222,47.2,10000,97.8,24,0.2
20240610_KWTITER,plate_3,C9,6/10/24 17:44,Phillips ,0193af71-927f-4204-861b-ed58db3e5a4e ,18984,,10195,53.7,10000,98.1,24,0.2
20240610_KWTITER,plate_3,D9,6/10/24 17:57,Phillips ,7a1d9e0b-d645-4526-9c33-f4e3b8e9f951 ,20340,,10242,50.4,10000,97.6,24,0.2
20240610_KWTITER,plate_3,E9,6/10/24 17:58,Phillips ,1ef435ff-e5f5-4aee-8dc2-2ba1545ec340 ,18188,,10276,56.5,10000,97.3,95,1
20240610_KWTITER,plate_3,F9,6/10/24 17:58,Phillips ,4f535a15-95b0-43cb-9c19-98a9c85ed997 ,21263,,10200,48,10000,98,34,0.3
20240610_KWTITER,plate_3,G9,6/10/24 17:58,Phillips ,2d7ffb33-3d35-45f5-bcc0-7342d1a48208 ,22152,,10220,46.1,10000,97.8,16,0.2
20240610_KWTITER,plate_3,H9,6/10/24 17:59,Phillips ,e3dda0cd-2712-445f-a7bb-77c40af0fba6 ,22307,,10183,45.6,10000,98.2,34,0.3
20240610_KWTITER,plate_3,A10,6/10/24 18:06,Phillips ,1bde6b42-639b-4a0a-8e6e-1be279208536 ,19528,,10303,52.8,10000,97.1,194,1.9
20240610_KWTITER,plate_3,B10,6/10/24 18:06,Phillips ,65adf3ac-7ade-4d64-a29c-a33ace720f72 ,19431,,10266,52.8,10000,97.4,41,0.4
20240610_KWTITER,plate_3,C10,6/10/24 17:44,Phillips ,2ec6426a-21c3-48cc-85e3-81e27759086c ,15990,,10277,64.3,10069,98,24,0.2
20240610_KWTITER,plate_3,D10,6/10/24 17:59,Phillips ,92c00fad-78a8-456a-b771-ada6ed4b57c4 ,18575,,10301,55.5,10000,97.1,14,0.1
20240610_KWTITER,plate_3,E10,6/10/24 17:59,Phillips ,e44141b8-73b7-4606-97a7-3de13dc1fed7 ,18964,,10364,54.7,10000,96.5,194,1.9
20240610_KWTITER,plate_3,F10,6/10/24 18:00,Phillips ,cc4fb074-740e-4b6c-a140-64df770101c0 ,18346,,10286,56.1,10000,97.2,35,0.4
20240610_KWTITER,plate_3,G10,6/10/24 18:00,Phillips ,ff08eaf6-e7c8-4052-8c48-1cd4205f5d66 ,18532,,10232,55.2,10000,97.7,16,0.2
20240610_KWTITER,plate_3,H10,6/10/24 18:00,Phillips ,4e5c9610-181f-405c-acf0-48c7bc8dbc28 ,18485,,10201,55.2,10000,98,14,0.1
20240610_KWTITER,plate_3,A11,6/10/24 18:06,Phillips ,dc3f4058-d123-409e-a09c-6eb23c814ce4 ,18341,,10276,56,10000,97.3,80,0.8
20240610_KWTITER,plate_3,B11,6/10/24 18:07,Phillips ,75cd56b8-a747-4769-a444-263845f64593 ,18526,,10273,55.5,10000,97.3,28,0.3
20240610_KWTITER,plate_3,C11,6/10/24 17:44,Phillips ,e4fed354-8b3b-4e68-b241-27364ac5d3b7 ,17592,,10217,58.1,10000,97.9,14,0.1
20240610_KWTITER,plate_3,D11,6/10/24 18:00,Phillips ,74a8aea1-5400-4379-92d5-a53d5df34dab ,21093,,10234,48.5,10000,97.7,18,0.2
20240610_KWTITER,plate_3,E11,6/10/24 18:01,Phillips ,15e9fbcc-adf7-4427-b37d-d826bed455ea ,17345,,10348,59.7,10000,96.6,61,0.6
20240610_KWTITER,plate_3,F11,6/10/24 18:01,Phillips ,1d493685-ad78-4c06-aa83-cde51e6791a9 ,19182,,10280,53.6,10000,97.3,17,0.2
20240610_KWTITER,plate_3,G11,6/10/24 18:01,Phillips ,75f82e99-45b5-4246-bc4e-f874205bd8e0 ,19774,,10287,52,10000,97.2,31,0.3
20240610_KWTITER,plate_3,H11,6/10/24 18:02,Phillips ,71e92780-108a-41e2-adff-f6a39bec9eb4 ,21143,,10187,48.2,10000,98.2,15,0.2
20240610_KWTITER,plate_3,A12,6/10/24 18:07,Phillips ,cdc73967-cfdc-494a-9b89-10449217e394 ,20465,,10322,50.4,10000,96.9,102,1
20240610_KWTITER,plate_3,B12,6/10/24 18:07,Phillips ,e6c77cc3-3e91-45fb-af63-04e9512d7a8c ,24146,,10256,42.5,10000,97.5,29,0.3
20240610_KWTITER,plate_3,C12,6/10/24 17:44,Phillips ,aea87d1a-7431-4f7d-ad04-8fbe4d95c0cf ,19208,,10173,53,10000,98.3,16,0.2
20240610_KWTITER,plate_3,D12,6/10/24 18:02,Phillips ,c3ffd0d2-3b02-4d1f-99f5-c53156f70c71 ,22644,,10212,45.1,10000,97.9,24,0.2
20240610_KWTITER,plate_3,E12,6/10/24 18:02,Phillips ,28fc5dd6-7c16-491b-ae8e-29537d274406 ,21400,,10371,48.5,10000,96.4,93,0.9
